Reviews,Dates
Appropriate cooking induction stove for max 2person. Deep Fry mode power plan varies from 70 to 220 watt which should be mostly used for cooking . Don't run the stove at 1100watt  in any mode.Pigeon3 letter Pressure cooker works perfectly at 500watt. Operating at 700 or 1100 watt is not prescribed for the cooker hence reduce the power while using pressure cooker mode to save electricity and vessels.Cookware(2+leter kadai  with glass lid and 1pan)  of decent price around 849 is available from the rival company site and avoid buying Amazon recommended induction cook ware of 800rs which is inferior product and lack induction base.If you cook/fry/pressure cook food for 1hr every day then appropriate monthly electric bill will be around 15unit(45 to 70 rs),18 April 2017
superb product at reasonable price,17 April 2017
Very good product. Value for money.,17 April 2017
good product working well,16 April 2017
Not very much appreciated,15 April 2017
good,14 April 2017
After one month the fan is not working..,14 April 2017
It is nice .better option in this price,14 April 2017
Awesome,11 April 2017
Does its job well,9 April 2017
Top side crystal normal Creek  return pic 20 1200 watt  plz return address pdf files.,9 April 2017
Good,8 April 2017
Material is very cheap but it serves my purpose.Its not as expectation but i wanted cooktop in low price and use and throw type thing..So i am happy with this.,7 April 2017
It is a very useful and durable product..Worth money.....,6 April 2017
solid product,6 April 2017
worth money you spend,6 April 2017
Good working,6 April 2017
Good,5 April 2017
Yes it working very properly...yeah it did stand on my expectations thank you..,5 April 2017
almost ok according to the price,5 April 2017
Time Save Best Product,5 April 2017
Prestige Omega Deluxe Induction Base Non-Stick Tawa stuck on my prestige induction cooktop. The red paint melted and stuck. The induction ceramic glass broke while pulling the tawa out of it. TTK Prestige Ltd should think of it and raise my refund or a replacement.  :-(  :-(  :-(,4 April 2017
Works great..  nice with good value of money.,3 April 2017
"I just get  this product on 25th March and now after 16 days it's creating problem... not working properly.. it's light on off automatically...give me service center address near Mau, Uttar Pradesh",2 April 2017
i like it .....good product,2 April 2017
Good product,1 April 2017
My wife is so happy,1 April 2017
Low quality build up,31 March 2017
Good product,30 March 2017
Great product and Great price.,30 March 2017
Awesome product for bachelors,29 March 2017
Good,28 March 2017
Good product..,28 March 2017
using it over 1 month. no issue..,28 March 2017
"A good product manufactured by prestige.Its a very cheap,convinent product ...",27 March 2017
FANTASTIC,25 March 2017
After 3months suddenly stopped workingWhere should i go for repair it,23 March 2017
"Used for a week, no problem till now... Good product, cooks faster than conventional stoves.",23 March 2017
It was really expensive on amazon.. Delivery part awful.,22 March 2017
Excellent performance.,22 March 2017
The product was not working,21 March 2017
"It was fine until few days ago, but suddenly side plastic body is deeply cracked within 10 months purchase!I never buy again prestige induction cooker.",21 March 2017
Great product. Meets to the expectations.,21 March 2017
Very nice product. Good for bachelors,19 March 2017
"Good product, must buy",19 March 2017
Very bad performance :(,19 March 2017
NICE PRODUCT,15 March 2017
Good product.but prise high.,14 March 2017
Nice and working well,14 March 2017
Which type of utensils use on it?,12 March 2017
Ya its good,12 March 2017
"Worst shopping experienceI ordered it and when i get the delivery it was fine,but as i started using it ,it was not working properly,every time it shows temperature sensor failure warning.Then i asked for replacement and sent it back after few days i got the replacement unit which seems to be new but when i used it,it was having same issue of temperature.Now i am having this product and it is like sometimes it works and sometimes temperature sensor failure.I think that i got the same unit back,this is the worst shopping experience i have ever had with amazon.Don't buy this product from here instead of buying this go to a local store and purchase.",11 March 2017
It is an item worth buying.,11 March 2017
i request not to buy this product as the induction get over heated quickly and the buttons are not working properly,10 March 2017
good,10 March 2017
Awesome appliance.,9 March 2017
fully satisfied...😘😘,9 March 2017
best product in this price value.,8 March 2017
I got it in good condition and it's working well however the facility of reducing heat level option is not available for all types of heating,8 March 2017
As expected,8 March 2017
Worst,7 March 2017
It actually worked very well in tough times.. Thought that it wouldn't work as expected but was good enough to cook in emergency times,7 March 2017
Stopped working after 4 months.,6 March 2017
Great deal,6 March 2017
The product ceramic.plate has broken...how to get it checked and replCedwith new,5 March 2017
Very nice,4 March 2017
Very good for this price,4 March 2017
GOOD BETTER BEST,4 March 2017
nice product.,3 March 2017
Had to re-order as the first one had a broken ceramic top.,3 March 2017
using it since last 6 months its perfect,1 March 2017
Best cooktop in less price outstanding,1 March 2017
"It will only work with utensils having 12 daimeter.Your cooker, tawa,kadhai, all become waste.So if u buy reaxy to purchase all other utensils too.how come prestige makes such restricted products which doent go well with other utensils too.",28 February 2017
Nice product in low price..,28 February 2017
"Good product, easy to use",28 February 2017
Till working nice ..product quality is good,27 February 2017
good product,27 February 2017
